Statistical profiling result from isolate-0x128008000-42789-v8.log, (7305 ticks, 988 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  t __flush
      1    0.0%    0.0%  T v8impl::Reference::~Reference()
      1    0.0%    0.0%  T node::fs::Close(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  T _semaphore_signal
      1    0.0%    0.0%  T _pthread_cond_signal
      1    0.0%    0.0%  T _pthread_atfork
      1    0.0%    0.0%  T _napi_get_value_string_utf8
      1    0.0%    0.0%  T _napi_get_value_int32
      1    0.0%    0.0%  T _napi_get_cb_info
      1    0.0%    0.0%  T _napi_delete_reference
      1    0.0%    0.0%  T _napi_create_array_with_length
      1    0.0%    0.0%  T __kernelrpc_mach_vm_map
      1    0.0%    0.0%  T ___pthread_init

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
